Date,Item Name,Low Price,Average Price,High Price
04-01-2024,ડુંગળી લાલ,71,341,421
04-01-2024,અડદ,1361,1771,1801
04-01-2024,મઠ,1081,1101,1101
04-01-2024,તુવેર,1171,1781,1971
04-01-2024,રાજગરો,1741,1741,1741
04-01-2024,રાયડો,731,941,941
04-01-2024,રાય,1331,1331,1331
04-01-2024,મેથી,1001,1041,1071
04-01-2024,મરચા,951,3101,4201
04-01-2024,મગફળી જાડી,851,1316,1461
04-01-2024,સફેદ ચણા,1000,1401,1676
04-01-2024,ધાણી,1101,1361,1581
04-01-2024,ડુંગળી સફેદ,201,261,321
04-01-2024,બાજરો,191,351,365
04-01-2024,જુવાર,621,921,921
04-01-2024,મકાઇ,301,461,491
04-01-2024,મગ,1251,1771,1881
04-01-2024,ચણા,911,1051,1066
04-01-2024,વાલ,1100,1601,1871
04-01-2024,ચોળા / ચોળી,851,1891,2251
04-01-2024,સોયાબીન,801,891,901
04-01-2024,રજકાનું બી,3451,3451,3451
04-01-2024,કળથી,2051,2051,2051
04-01-2024,ગોગળી,900,931,1051
04-01-2024,વટાણા,800,931,931
05-01-2024,કપાસ બી. ટી.,1000,1151,1451
05-01-2024,ઘઉં લોકવન,401,535,576
05-01-2024,ઘઉં ટુકડા,525,666,714
05-01-2024,મગફળી જીણી,901,1286,1476
05-01-2024,સિંગ ફાડીયા,991,1431,1601
05-01-2024,એરંડા / એરંડી,1061,1121,1151
05-01-2024,જીરૂ,4901,5826,6626
05-01-2024,ક્લંજી,2276,2931,3161
05-01-2024,ધાણા,951,1361,1551
05-01-2024,લસણ સુકું,2471,3551,4421
05-01-2024,ડુંગળી લાલ,71,271,371
05-01-2024,અડદ,1401,1771,1821
05-01-2024,મઠ,1021,1091,1101
05-01-2024,તુવેર,1211,1841,1931
05-01-2024,રાયડો,951,951,951
05-01-2024,રાય,1001,1341,1341
05-01-2024,મેથી,441,731,1111
05-01-2024,સુવાદાણા,100,100,100
05-01-2024,સુરજમુખી,651,651,651
05-01-2024,મરચા,901,2951,4201
05-01-2024,ગુવાર બી,701,701,701
05-01-2024,મગફળી જાડી,801,1321,1450
05-01-2024,ધાણી,1000,1381,1601
05-01-2024,ડુંગળી સફેદ,181,281,331
05-01-2024,બાજરો,401,521,531
05-01-2024,મકાઇ,431,481,501
05-01-2024,મગ,1511,1761,1841
05-01-2024,વાલ,1001,2131,2201
05-01-2024,ચોળા / ચોળી,1011,1801,2211
05-01-2024,સોયાબીન,801,891,896
05-01-2024,રજકાનું બી,3011,3011,3011
05-01-2024,ગોગળી,576,971,1231
06-01-2024,કપાસ બી. ટી.,1000,1171,1466
06-01-2024,ઘઉં લોકવન,410,541,591
06-01-2024,ઘઉં ટુકડા,525,614,722
06-01-2024,મગફળી જીણી,911,1291,1426
06-01-2024,સિંગ ફાડીયા,1051,1411,1751
06-01-2024,એરંડા / એરંડી,1096,1126,1141
06-01-2024,જીરૂ,4076,6026,6626
06-01-2024,ધાણા,800,1351,1501
06-01-2024,લસણ સુકું,2791,3561,4211
06-01-2024,ડુંગળી લાલ,71,256,371
06-01-2024,અડદ,1221,1771,1810
06-01-2024,મઠ,1031,1041,1041
06-01-2024,તુવેર,1281,1871,1941
06-01-2024,રાયડો,931,931,931
06-01-2024,રાય,1181,1181,1181
06-01-2024,મેથી,1091,1091,1091
06-01-2024,સુરજમુખી,581,581,581
06-01-2024,મરચા,1051,3151,4301
06-01-2024,મગફળી જાડી,821,1326,1451
06-01-2024,સફેદ ચણા,1100,1156,2251
06-01-2024,ધાણી,976,1351,1571
06-01-2024,ડુંગળી સફેદ,211,261,291
06-01-2024,બાજરો,411,451,481
06-01-2024,જુવાર,300,841,931
06-01-2024,મકાઇ,201,461,471
06-01-2024,મગ,1491,1771,1851
06-01-2024,ચણા,726,1046,1106
06-01-2024,વાલ,841,1831,1891
06-01-2024,ચોળા / ચોળી,991,1501,2091
06-01-2024,સોયાબીન,801,891,896
06-01-2024,રજકાનું બી,2091,3191,3191
06-01-2024,ગોગળી,400,811,1211
08-01-2024,કપાસ બી. ટી.,1001,1151,1466
08-01-2024,ઘઉં લોકવન,510,552,622
08-01-2024,ઘઉં ટુકડા,550,618,724
08-01-2024,મગફળી જીણી,900,1281,1456
08-01-2024,સિંગ ફાડીયા,1061,1461,1721
08-01-2024,એરંડા / એરંડી,1086,1126,1141
08-01-2024,જીરૂ,3401,5726,6301
08-01-2024,ક્લંજી,1000,2451,3201
08-01-2024,વરીયાળી,1311,1311,1311
08-01-2024,ધાણા,951,1361,1451
08-01-2024,લસણ સુકું,2801,3591,4091
08-01-2024,ડુંગળી લાલ,71,291,381
08-01-2024,અડદ,1251,1771,1811
08-01-2024,મઠ,1011,1041,1041
08-01-2024,તુવેર,1181,1851,1991
08-01-2024,રાય,1341,1341,1341
08-01-2024,મેથી,881,1091,1091
08-01-2024,સુવાદાણા,1761,1761,1761
08-01-2024,સુરજમુખી,641,641,641
08-01-2024,મરચા,951,3001,4251
08-01-2024,મગફળી જાડી,811,1321,1441
08-01-2024,સફેદ ચણા,1000,1426,2026
08-01-2024,તલ - તલી,2200,3001,3171
08-01-2024,ધાણી,1000,1391,1651
08-01-2024,ડુંગળી સફેદ,201,241,281
08-01-2024,બાજરો,421,451,561
08-01-2024,જુવાર,331,901,901
08-01-2024,મગ,1101,1781,1831
08-01-2024,ચણા,900,1061,1126
08-01-2024,વાલ,821,1831,1941
08-01-2024,ચોળા / ચોળી,1851,2501,3031
08-01-2024,સોયાબીન,801,891,901
08-01-2024,ગોગળી,750,1211,1311
08-01-2024,વટાણા,981,981,981
09-01-2024,કપાસ બી. ટી.,1001,1251,1466
09-01-2024,ઘઉં લોકવન,450,562,612
09-01-2024,ઘઉં ટુકડા,550,624,698
09-01-2024,મગફળી જીણી,900,1276,1386
09-01-2024,સિંગ ફાડીયા,900,1421,1681
09-01-2024,એરંડા / એરંડી,901,1116,1136
09-01-2024,જીરૂ,3401,5651,6151
09-01-2024,વરીયાળી,1851,1851,1851
09-01-2024,ધાણા,951,1351,1471
09-01-2024,લસણ સુકું,2791,3551,4121
09-01-2024,ડુંગળી લાલ,71,336,421
09-01-2024,અડદ,1100,1751,1841
09-01-2024,મઠ,1021,1071,1101
09-01-2024,તુવેર,1151,1881,1991
09-01-2024,રાય,941,1100,1251
09-01-2024,મેથી,1041,1111,1111
09-01-2024,મરચા,951,2901,4301
09-01-2024,ગુવાર બી,961,961,961
09-01-2024,મગફળી જાડી,851,1326,1481
09-01-2024,સફેદ ચણા,1201,1876,2376
09-01-2024,તલ - તલી,2200,3011,3191
09-01-2024,ધાણી,1000,1371,1561
09-01-2024,ડુંગળી સફેદ,191,236,276
09-01-2024,બાજરો,391,441,441
09-01-2024,જુવાર,671,781,951
09-01-2024,મકાઇ,451,461,471
09-01-2024,મગ,1101,1771,1841
09-01-2024,ચણા,555,1061,1181
09-01-2024,વાલ,871,2001,2231
09-01-2024,ચોળા / ચોળી,1211,1200,1901
09-01-2024,સોયાબીન,801,896,906
09-01-2024,રજકાનું બી,701,701,701
09-01-2024,ગોગળી,700,1050,1150
09-01-2024,વટાણા,511,511,511
10-01-2024,કપાસ બી. ટી.,1000,1181,1466
10-01-2024,ઘઉં લોકવન,450,552,612
10-01-2024,ઘઉં ટુકડા,550,606,726
10-01-2024,મગફળી જીણી,911,1281,1376
10-01-2024,સિંગ ફાડીયા,1081,1461,1751
10-01-2024,એરંડા / એરંડી,971,1126,1141
10-01-2024,જીરૂ,3500,5601,6051
10-01-2024,ક્લંજી,3221,3251,3341
10-01-2024,ધાણા,901,1341,1531
10-01-2024,લસણ સુકું,2941,3501,4181
10-01-2024,ડુંગળી લાલ,71,271,400
10-01-2024,અડદ,1301,1751,1851
10-01-2024,મઠ,1041,1051,1051
10-01-2024,તુવેર,1221,1951,2041
10-01-2024,રાય,1231,1231,1231
10-01-2024,મેથી,576,1001,1001
10-01-2024,સુરજમુખી,431,431,431
10-01-2024,મરચા,1051,3101,4451
10-01-2024,મગફળી જાડી,841,1321,1441
10-01-2024,સફેદ ચણા,1000,2026,2376
10-01-2024,તલ - તલી,2000,3021,3211
10-01-2024,ધાણી,1026,1381,1621
10-01-2024,ડુંગળી સફેદ,221,246,276
10-01-2024,બાજરો,431,501,501
10-01-2024,જુવાર,771,921,951
10-01-2024,મકાઇ,371,471,471
10-01-2024,મગ,1431,1901,2001
10-01-2024,ચણા,555,1061,1211
10-01-2024,વાલ,1200,1871,2021
10-01-2024,ચોળા / ચોળી,1061,2791,3061
10-01-2024,સોયાબીન,801,896,906
10-01-2024,ગોગળી,600,1051,1221
10-01-2024,વટાણા,351,1011,1011
11-01-2024,કપાસ બી. ટી.,1000,1181,1451
11-01-2024,ઘઉં લોકવન,450,525,606
11-01-2024,ઘઉં ટુકડા,550,626,712
11-01-2024,મગફળી જીણી,936,1241,1321
11-01-2024,સિંગ ફાડીયા,1001,1471,1611
11-01-2024,એરંડા / એરંડી,1076,1116,1126
11-01-2024,જીરૂ,4051,5701,6101
11-01-2024,ધાણા,800,1351,1451
11-01-2024,લસણ સુકું,2391,2891,3741
11-01-2024,ડુંગળી લાલ,71,281,401
11-01-2024,અડદ,1581,1771,1831
11-01-2024,મઠ,800,1081,1081
11-01-2024,તુવેર,1351,1931,2041
11-01-2024,રાય,1251,1251,1251
11-01-2024,મેથી,921,1071,1201
11-01-2024,સુરજમુખી,551,551,551
11-01-2024,મરચા,951,3151,4151
11-01-2024,મગફળી જાડી,851,1301,1401
11-01-2024,નવા ધાણા,2151,2151,2151
11-01-2024,નવું લસણ,991,1491,1491
11-01-2024,સફેદ ચણા,1201,1851,2176
11-01-2024,તલ - તલી,2100,3031,3291
11-01-2024,ધાણી,1000,1391,1561
11-01-2024,ડુંગળી સફેદ,216,241,286
11-01-2024,બાજરો,511,511,511
11-01-2024,જુવાર,711,831,931
11-01-2024,મકાઇ,481,511,521
11-01-2024,મગ,1211,1901,2071
11-01-2024,ચણા,555,1076,1231
11-01-2024,વાલ,1711,2191,2261
11-01-2024,ચોળા / ચોળી,1511,2511,3201
11-01-2024,સોયાબીન,801,906,916
11-01-2024,ગોગળી,600,1001,1231
11-01-2024,વટાણા,1091,1091,1091
12-01-2024,કપાસ બી. ટી.,1000,1151,1466
12-01-2024,ઘઉં લોકવન,450,550,622
12-01-2024,ઘઉં ટુકડા,520,606,712
12-01-2024,મગફળી જીણી,880,1271,1316
12-01-2024,સિંગ ફાડીયા,1001,1451,1611
12-01-2024,એરંડા / એરંડી,9976,1116,1136
12-01-2024,જીરૂ,4301,5601,6151
12-01-2024,ક્લંજી,1750,3031,3331
12-01-2024,ધાણા,801,1341,1491
12-01-2024,લસણ સુકું,2371,2981,3681
12-01-2024,ડુંગળી લાલ,66,300,361
12-01-2024,અડદ,1151,1801,1831
12-01-2024,મઠ,1021,1041,1041
12-01-2024,તુવેર,1341,1851,2041
12-01-2024,મેથી,1061,1141,1200
12-01-2024,સુવાદાણા,1321,1321,1321
12-01-2024,કાંગ,1881,1881,1881
12-01-2024,સુરજમુખી,351,351,351
12-01-2024,મરચા,901,2751,4251
12-01-2024,મગફળી જાડી,841,1316,1426
12-01-2024,નવી ધાણી,801,1276,1276
12-01-2024,નવું લસણ,2051,2051,2051
12-01-2024,સફેદ ચણા,1061,1426,1926
12-01-2024,તલ - તલી,2200,3001,3211
12-01-2024,ધાણી,901,1341,1751
12-01-2024,ડુંગળી સફેદ,221,256,281
12-01-2024,બાજરો,491,501,521
12-01-2024,જુવાર,351,831,961
12-01-2024,મકાઇ,471,471,471
12-01-2024,મગ,1471,1801,1861
12-01-2024,ચણા,700,1061,1161
12-01-2024,વાલ,721,2171,2211
12-01-2024,ચોળા / ચોળી,700,3061,3061
12-01-2024,સોયાબીન,801,901,911
12-01-2024,રજકાનું બી,3000,3000,3000
12-01-2024,અજમાં,1001,2051,2051
12-01-2024,ગોગળી,576,861,1101
12-01-2024,વટાણા,511,1101,1101
13-01-2024,કપાસ બી. ટી.,1001,1206,1451
13-01-2024,ઘઉં લોકવન,510,586,621
13-01-2024,ઘઉં ટુકડા,550,612,712
13-01-2024,મગફળી જીણી,871,1276,1351
13-01-2024,સિંગ ફાડીયા,991,1421,1731
13-01-2024,એરંડા / એરંડી,1061,1126,1136
13-01-2024,જીરૂ,4801,5476,5776
13-01-2024,ધાણા,951,1341,1461
13-01-2024,લસણ સુકું,2041,2701,3451
13-01-2024,ડુંગળી લાલ,61,281,381
13-01-2024,અડદ,1000,1701,1831
13-01-2024,મઠ,1061,1111,1111
13-01-2024,તુવેર,1351,1981,2071
13-01-2024,રાય,931,931,931
13-01-2024,મેથી,1031,1111,1171
13-01-2024,કાંગ,1501,1501,1501
13-01-2024,મરચા,901,2701,4101
13-01-2024,ગુવાર બી,771,771,771
13-01-2024,મગફળી જાડી,831,1321,1461
13-01-2024,સફેદ ચણા,1100,1251,1451
13-01-2024,તલ - તલી,2100,3031,3211
13-01-2024,ધાણી,1000,1371,1601
13-01-2024,ડુંગળી સફેદ,211,236,286
13-01-2024,બાજરો,421,481,521
13-01-2024,જુવાર,800,831,1011
13-01-2024,મગ,1561,1831,1981
13-01-2024,ચણા,555,1071,1131
13-01-2024,વાલ,1211,1711,2331
13-01-2024,ચોળા / ચોળી,411,3011,3011
13-01-2024,સોયાબીન,831,906,911
13-01-2024,ગોગળી,700,1000,1121
16-01-2024,કપાસ બી. ટી.,1000,1251,1461
16-01-2024,ઘઉં લોકવન,510,552,624
16-01-2024,ઘઉં ટુકડા,521,612,722
16-01-2024,મગફળી જીણી,850,1271,1356
16-01-2024,સિંગ ફાડીયા,900,1451,1701
16-01-2024,એરંડા / એરંડી,1001,1121,1136
16-01-2024,જીરૂ,3401,5601,5971
16-01-2024,ક્લંજી,2401,2861,3331
16-01-2024,વરીયાળી,1101,1101,1101
16-01-2024,ધાણા,1000,1321,1471
16-01-2024,લસણ સુકું,1841,2871,3591
16-01-2024,ડુંગળી લાલ,61,251,351
16-01-2024,અડદ,1401,1781,1801
16-01-2024,મઠ,1041,1051,1081
16-01-2024,તુવેર,1401,1931,2041
16-01-2024,રાયડો,611,941,951
16-01-2024,રાય,1261,1261,1261
16-01-2024,મેથી,961,1061,1191
16-01-2024,કાંગ,1201,1201,1201
16-01-2024,મરચા,1001,2801,4301
16-01-2024,મગફળી જાડી,801,1311,1421
16-01-2024,નવા ધાણા,1751,1751,2501
16-01-2024,સફેદ ચણા,900,1041,1291
16-01-2024,તલ - તલી,2300,3000,3121
16-01-2024,ધાણી,1100,1321,1531
16-01-2024,ડુંગળી સફેદ,221,261,286
16-01-2024,બાજરો,361,451,461
16-01-2024,જુવાર,731,841,921
16-01-2024,મકાઇ,441,441,441
16-01-2024,મગ,1481,1861,1921
16-01-2024,ચણા,800,1081,1136
16-01-2024,વાલ,1301,2251,2491
16-01-2024,ચોળા / ચોળી,1251,2941,3101
16-01-2024,સોયાબીન,821,896,906
16-01-2024,ગોગળી,941,1051,1171
16-01-2024,વટાણા,1001,1001,1001
17-01-2024,કપાસ બી. ટી.,1001,1201,1461
17-01-2024,ઘઉં લોકવન,450,562,614
17-01-2024,ઘઉં ટુકડા,550,661,724
17-01-2024,મગફળી જીણી,871,1286,1456
17-01-2024,સિંગ ફાડીયા,900,1451,1711
17-01-2024,એરંડા / એરંડી,1056,1116,1136
17-01-2024,તલ કાળા,2500,2926,3101
17-01-2024,જીરૂ,4551,5601,6001
17-01-2024,ક્લંજી,2401,3151,3311
17-01-2024,ધાણા,1000,1341,1421
17-01-2024,લસણ સુકું,2451,3251,3991
17-01-2024,ડુંગળી લાલ,61,251,351
17-01-2024,અડદ,1201,1761,1821
17-01-2024,મઠ,601,1100,1100
17-01-2024,તુવેર,1221,1981,2051
17-01-2024,રાયડો,861,931,941
17-01-2024,રાય,1200,1241,1241
17-01-2024,મેથી,1041,1211,1321
17-01-2024,સુરજમુખી,276,276,276
17-01-2024,મરચા,951,2701,4251
17-01-2024,મગફળી જાડી,801,1316,1411
17-01-2024,નવા ધાણા,1476,1551,1551
17-01-2024,નવી ધાણી,1676,1676,1676
17-01-2024,સફેદ ચણા,951,1001,1226
17-01-2024,તલ - તલી,2200,2841,2961
17-01-2024,ધાણી,1000,1341,1461
17-01-2024,ડુંગળી સફેદ,221,261,276
17-01-2024,બાજરો,371,41,461
17-01-2024,જુવાર,621,781,811
17-01-2024,મકાઇ,471,481,531
17-01-2024,મગ,1310,1821,1911
17-01-2024,ચણા,650,1031,1096
17-01-2024,વાલ,931,1991,2361
17-01-2024,ચોળા / ચોળી,131,1501,3161
17-01-2024,સોયાબીન,821,901,911
17-01-2024,અજમાં,2721,2721,2721
17-01-2024,ગોગળી,671,800,1051
17-01-2024,વટાણા,1411,1491,1491
18-01-2024,કપાસ બી. ટી.,1000,1251,1441
18-01-2024,ઘઉં લોકવન,500,550,628
18-01-2024,ઘઉં ટુકડા,526,616,716
18-01-2024,મગફળી જીણી,861,1281,1361
18-01-2024,સિંગ ફાડીયા,800,1341,1681
18-01-2024,એરંડા / એરંડી,826,1116,1131
18-01-2024,તલ લાલ,3501,3801,3801
18-01-2024,જીરૂ,4701,5701,8501
18-01-2024,ધાણા,1000,1361,1481
18-01-2024,લસણ સુકું,2951,3601,4541
18-01-2024,ડુંગળી લાલ,61,261,371
18-01-2024,અડદ,1401,1781,1831
18-01-2024,તુવેર,1331,1901,2041
18-01-2024,મેથી,721,921,921
18-01-2024,કાંગ,1211,1211,1211
18-01-2024,સુરજમુખી,591,821,821
18-01-2024,મરચા,951,2501,3651
18-01-2024,મગફળી જાડી,801,1311,1441
18-01-2024,સફેદ ચણા,851,1751,1951
18-01-2024,તલ - તલી,2000,2951,3091
18-01-2024,ધાણી,1100,1461,1611
18-01-2024,ડુંગળી સફેદ,221,256,276
18-01-2024,બાજરો,400,491,501
18-01-2024,જુવાર,791,901,901
18-01-2024,મકાઇ,491,541,541
18-01-2024,મગ,1391,1831,1981
18-01-2024,ચણા,850,1056,1121
18-01-2024,વાલ,1101,2351,2461
18-01-2024,સોયાબીન,811,891,902
18-01-2024,ગોગળી,701,851,1091
18-01-2024,વટાણા,1301,1411,1411
19-01-2024,કપાસ બી. ટી.,1000,1181,1436
19-01-2024,ઘઉં લોકવન,501,550,596
19-01-2024,ઘઉં ટુકડા,550,640,711
19-01-2024,મગફળી જીણી,801,1261,1450
19-01-2024,સિંગ ફાડીયા,876,1331,1641
19-01-2024,એરંડા / એરંડી,1046,1121,1136
19-01-2024,જીરૂ,4201,5551,5881
19-01-2024,ક્લંજી,2600,3231,3341
19-01-2024,ધાણા,951,1371,1511
19-01-2024,લસણ સુકું,2891,3681,4881
19-01-2024,ડુંગળી લાલ,61,256,331
19-01-2024,અડદ,1331,1751,1831
19-01-2024,મઠ,981,1001,1001
19-01-2024,તુવેર,1441,1981,2081
19-01-2024,રાય,1161,1231,1231
19-01-2024,મેથી,981,1061,1161
19-01-2024,કાંગ,1081,1171,1171
19-01-2024,સુરજમુખી,981,981,981
19-01-2024,મરચા,951,2751,4151
19-01-2024,મગફળી જાડી,771,1296,1391
19-01-2024,નવા ધાણા,2251,2251,2251
19-01-2024,નવી ધાણી,1551,2751,2751
19-01-2024,સફેદ ચણા,1000,1501,1776
19-01-2024,તલ - તલી,2200,2911,3111
19-01-2024,ધાણી,1000,1411,1561
19-01-2024,ડુંગળી સફેદ,221,256,271
19-01-2024,બાજરો,451,451,451
19-01-2024,જુવાર,731,741,741
19-01-2024,મકાઇ,461,461,461
19-01-2024,મગ,1101,1851,1961
19-01-2024,ચણા,700,1051,1131
19-01-2024,વાલ,1211,2591,2631
19-01-2024,ચોળા / ચોળી,1101,1111,3121
19-01-2024,સોયાબીન,801,886,896
19-01-2024,અજમાં,2031,2031,2031
19-01-2024,ગોગળી,600,900,931
19-01-2024,વટાણા,961,1001,1191
20-01-2024,કપાસ બી. ટી.,1001,1171,1431
20-01-2024,ઘઉં લોકવન,501,541,581
20-01-2024,ઘઉં ટુકડા,550,666,711
20-01-2024,મગફળી જીણી,801,1251,1461
20-01-2024,સિંગ ફાડીયા,861,1301,1611
20-01-2024,એરંડા / એરંડી,1051,1126,1146
20-01-2024,તલ કાળા,2501,3001,3141
20-01-2024,જીરૂ,3101,5400,5761
20-01-2024,ધાણા,901,1351,1451
20-01-2024,મરચા સૂકા પટ્ટો,901,2451,3701
20-01-2024,ડુંગળી લાલ,61,246,331
20-01-2024,અડદ,1511,1781,1821
20-01-2024,મઠ,931,981,981
20-01-2024,તુવેર,1641,2051,2161
20-01-2024,રાયડો,831,851,851
20-01-2024,મેથી,1121,1151,1151
20-01-2024,સુરજમુખી,221,801,951
20-01-2024,મગફળી જાડી,750,1291,1401
20-01-2024,નવા ધાણા,1000,1501,1801
20-01-2024,નવી ધાણી,3901,3901,3901
20-01-2024,સફેદ ચણા,1000,1176,1476
20-01-2024,તલ - તલી,2300,2991,3231
20-01-2024,ધાણી,1000,1401,1571
20-01-2024,ડુંગળી સફેદ,201,261,286
20-01-2024,બાજરો,331,481,481
20-01-2024,જુવાર,811,911,921
20-01-2024,મકાઇ,521,521,521
20-01-2024,મગ,1571,1931,2011
20-01-2024,ચણા,800,1046,1111
20-01-2024,વાલ,1601,2411,2571
20-01-2024,ચોળા / ચોળી,1511,1521,1521
20-01-2024,સોયાબીન,821,896,906
20-01-2024,ગોગળી,600,861,1070
20-01-2024,વટાણા,1321,1401,1501
23-01-2024,કપાસ બી. ટી.,1111,1151,1426
23-01-2024,ઘઉં લોકવન,530,590,612
23-01-2024,ઘઉં ટુકડા,490,591,658
23-01-2024,મગફળી જીણી,800,1241,1451
23-01-2024,સિંગ ફાડીયા,1000,1381,1701
23-01-2024,એરંડા / એરંડી,1086,1126,1141
23-01-2024,જીરૂ,3251,5671,6251
23-01-2024,ક્લંજી,2500,3041,3351
23-01-2024,ધાણા,951,1351,1431
23-01-2024,લસણ સુકું,3601,4451,5091
23-01-2024,ડુંગળી લાલ,61,176,281
23-01-2024,અડદ,1251,1751,1821
23-01-2024,મઠ,1021,1021,1051
23-01-2024,તુવેર,1300,1951,2081
23-01-2024,રાયડો,911,911,911
23-01-2024,રાય,1291,1291,1291
23-01-2024,સુરજમુખી,551,551,551
23-01-2024,મરચા,801,2351,3501
23-01-2024,મગફળી જાડી,751,1271,1401
23-01-2024,નવા ધાણા,1376,1951,1951
23-01-2024,નવી ધાણી,1301,2101,2801
23-01-2024,નવું જીરૂ,6201,7002,7162
23-01-2024,સફેદ ચણા,1071,1976,2451
23-01-2024,તલ - તલી,2301,2961,3131
23-01-2024,ધાણી,1001,1351,1471
23-01-2024,ડુંગળી સફેદ,191,241,261
23-01-2024,બાજરો,411,451,481
23-01-2024,જુવાર,73,731,731
23-01-2024,મકાઇ,481,500,551
23-01-2024,મગ,1131,1871,1921
23-01-2024,ચણા,961,1066,1101
23-01-2024,વાલ,991,2001,2761
23-01-2024,સોયાબીન,801,891,901
23-01-2024,ગોગળી,861,1101,1111
23-01-2024,વટાણા,1001,1231,1371
24-01-2024,કપાસ બી. ટી.,1000,1101,1456
24-01-2024,ઘઉં લોકવન,501,556,591
